department,department code,number,title,unit,ge,description,prerequisite,restriction,same as,overlaps with,concurrent with,grading option,repeatability,corequisite,prerequisite or corequisite
Civil and Environmental Engineering,ENGRCEE,265,Physical-Chemical Treatment Processes,4,,"Theory and dynamics of physical and chemical separation processes in water and wastewater treatment. Topics include coagulation, sedimentation, filtration, gas transfer, membrane separations, and absorption.",,Graduate students only.,,,ENGRCEE 165.,,,,
Civil and Environmental Engineering,ENGRCEE,266,Drinking Water and Wastewater Biotechnology,4,,"Water and wastewater microbiology. Engineering principles, molecular aspects, and overview of microorganisms of importance to public health. Topics include aerobic and anaerobic wastewater treatment and disinfection of pathogens in water, wastewaters, and biosolids.",,Graduate students only.,,,,,,,
Civil and Environmental Engineering,ENGRCEE,269,Beach Dynamics,4,,"Coastal erosion in California, human and natural influences on southern California beaches, and present-day challenges. Littoral cells and sediment budgets. Water wave theory. Littoral sediment transport and shoreline change modeling. Shoreline stabilization using green and gray infrastructure.",,Graduate students only.,,,,,,,
Civil and Environmental Engineering,ENGRCEE,270,Flood Risk and Modeling,4,,Global and national trends in flooding and related impacts including disasters; flood risk management; theory and numerical methods for flood inundation modeling; flood risk communication strategies including flood hazard visualizations.,,,,,,,,,
Civil and Environmental Engineering,ENGRCEE,271,Flow in Unsaturated Porous Media,4,,"Fluid flow in the unsaturated zone (zone of aeration) of the subsurface. Soil-water physics, flow in regional groundwater systems, miscible displacement, mathematical modeling techniques.",,Graduate students only.,,,,,,,
Civil and Environmental Engineering,ENGRCEE,272,Groundwater Hydrology,4,,"Topics include conservation of fluid mass, storage properties or porous media, matrix compressibility, boundary conditions, flow nets, well hydraulics, groundwater chemistry, and solute transport. Includes introduction to advanced topics in porous media. Design projects and computer applications included.",,Graduate students only.,,,ENGRCEE 172.,,,,
Civil and Environmental Engineering,ENGRCEE,273,Watershed Modeling,4,,"Basic principles of hydrologic modeling are practiced. Concepts of watershed delineation, land use change impact, design studies, and GIS tools are discussed. Focus on the USACE (HEC) software tools (HEC-HMS and HEC-RAS) along with their associated GIS interfaces.",,Graduate students only.,,,ENGRCEE 173.,,,,
Civil and Environmental Engineering,ENGRCEE,274,Climate Data Analysis,4,,Trend analysis; statistical indices for diagnosing and detecting changes in extremes; nonstationary processes; extreme value analysis; multivariate extreme value methods; tail dependence estimation; uncertainties in observed and projected changes in climate extremes.,,,,,,,,,
Civil and Environmental Engineering,ENGRCEE,276,Hydrology,4,,"Elements of the hydrologic cycle including precipitation, infiltration, evapotranspiration, ground water, and runoff. Unit Hydrograph theory and routing methods. Introduction to precipitation/runoff relationship and watershed modeling. Statistical methods and flood frequency analysis. Discussion section covers advanced topics.",,Graduate students only.,,,ENGRCEE 176.,,,,
Civil and Environmental Engineering,ENGRCEE,277,Hydrologic Transport Fundamentals,4,,"Process description, mathematical and numerical modeling of transport processes in surface and ground water. Topics include advection, molecular diffusion, Taylor dispersion, mechanical dispersion in porous media, shear flow dispersion in channels, and turbulent jets and plumes.",,Graduate students only.,,,,,,,
Civil and Environmental Engineering,ENGRCEE,279,Environmental Transport Modeling,4,,"Computational modeling of multi-dimensional flow and scalar transport problems in surface and ground water. Topics include mathematical model formulation, numerical method selection, serial and parallel implementation, model verification and validation.",,Graduate students only.,,,,,,,
Civil and Environmental Engineering,ENGRCEE,281,Structural Reliability,4,,Applications of probability theory to reliability analysis of engineering structures. Theory of structural reliability. Estimation of static random loads. Reliability analysis of structural components and system. Monte Carlo simulation.,,Graduate students only.,,,,,,,
Civil and Environmental Engineering,ENGRCEE,283,Mathematical Methods in Engineering Analysis,4,,Matrices; vector calculus; eigenvalue problems; Fourier analysis; partial differential equations; special functions; numerical analysis; finite difference method.,,,,,,,,,
Civil and Environmental Engineering,ENGRCEE,289,Analysis of Hydrologic Systems,4,,"Application of systems theory in hydrologic, land surface, biogeochemical modeling. Design, identification, and calibration of conceptual models. Principles of dynamic systems, modeling approaches, theory of linear systems, mathematical concepts of differential calculus, theoretical concepts of parameter estimation and optimization theory.",,,,,,,,,
Civil and Environmental Engineering,ENGRCEE,290,Merging Models and Data,4,,"Introduction to optimization and data assimilation methods for model calibration and uncertainty quantification. Local, global and multi-method search. Bayesian analysis using Monte Carlo simulation with Random Walk Metropolis, and adaptive samplers. Filtering methods for recursive inference. Illustration using environmental models.",,Graduate students only.,,,,,,,
Civil and Environmental Engineering,ENGRCEE,291,Hydrologic Remote Sensing,4,,"Introduction to principles of remote sensing and application in hydrology. Review of sensor systems, thermal and multispectral image processing, and image classification. Examples from remote sensing of hydrologic processes such as precipitation, soil moisture, and vegetation are covered.",ENGRCEE 276,Graduate students only.,,,,,,,
Civil and Environmental Engineering,ENGRCEE,292,"Wavelets in Hydrology, Engineering, and Geoscience",4,,"Multiscale analysis of hydrologic, engineering, and earth system processes; energy decomposition in the time-frequency domain via wavelets; applications to fluid flows, climate and mechanical signals for feature extraction, trend analysis, coherent structures, and upscaling/downscaling.",,Graduate students only.,,,,,,,
Civil and Environmental Engineering,ENGRCEE,295,Seminars in Engineering,1-4,,Seminars scheduled each year by individual faculty in major field of interest.,,Graduate students only.,,,,Satisfactory/unsatisfactory only.,Unlimited as topics vary.,,
Civil and Environmental Engineering,ENGRCEE,296,Master of Science Thesis Research,1-16,,Individual research or investigation conducted in preparation of the thesis required for the M.S. degree in Engineering.,,Graduate students only.,,,,Satisfactory/unsatisfactory only.,May be repeated for credit unlimited times.,,
Civil and Environmental Engineering,ENGRCEE,297,Doctor of Philosophy Dissertation Research,1-16,,Individual research or investigation conducted in preparation for the dissertation required for the Ph.D. degree in Engineering.,,Graduate students only.,,,,Satisfactory/unsatisfactory only.,May be repeated for credit unlimited times.,,
Civil and Environmental Engineering,ENGRCEE,298,Special Topics in Civil and Environmental Engineering,1-4,,Presentation of advanced topics and special research areas in civil and environmental engineering.,,Graduate students only.,,,,,Unlimited as topics vary.,,
Civil and Environmental Engineering,ENGRCEE,299,Individual Research,1-16,,Individual research or investigation under the direction of an individual faculty member.,,Graduate students only.,,,,Satisfactory/unsatisfactory only.,May be repeated for credit unlimited times.,,
