department,department code,number,title,unit,ge,description,prerequisite,restriction,same as,overlaps with,concurrent with,grading option,repeatability,corequisite,prerequisite or corequisite
Chemistry,CHEM,153,Physical Chemistry Laboratory,4,,"Introduction to the modern experimental approaches and software tools used in spectroscopy, kinetics, electrochemistry, and other physical chemistry experiments. Basics of interfacing with instruments using LabView. Materials fee.",,Chemistry Majors have first consideration for enrollment.,,,,,,CHEM 132C,
Chemistry,CHEM,156,Advanced Laboratory in Chemistry and Synthesis of Materials,4,,"Modern synthesis and characterization of organic and inorganic materials including polymers, nanomaterials, and biomaterials. State-of-the-art characterization techniques include gel permeation chromatography, dynamic light scattering, thermal analysis, mechanical analysis, electron and scanning probe microscopy, X-ray diffraction, and porosimetry. Materials fee.",(CHEM 51C or CHEM H52C) and (CHEM 51LC or CHEM H52LC or CHEM M52LC) and (CHEM 131A or CHEM 132B or PHMS 171),Chemistry Majors have first consideration for enrollment.,,,,,,,
Chemistry,CHEM,160,Organic Synthesis Laboratory,4,,"Modern experimental techniques in organic synthesis including experience with thin-layer chromatography, liquid chromatography, and gas chromatography. Modern methods of structure elucidation including FT NMR are employed in the characterization of products. Materials fee.",,Chemistry Majors have first consideration for enrollment.,,,,,,,CHEM 51C and CHEM 100S and (CHEM 51LC or CHEM H52LC or CHEM M52LC)
Chemistry,CHEM,177,Medicinal Chemistry,4,,"An introduction of the basics of drug activity and mechanisms. Strategies used to identify lead compounds such as natural product chemistry, combinatorial chemistry, molecular modeling, and high-through put screening.  Relationship of molecular structure to pharmacological activity.",CHEM 51A and CHEM 51B and CHEM 51C and (BIOL 98 or CHEM 128),Pharmaceutical Sciences Majors have first consideration for enrollment.,PHMS 177.,,,,,,
Chemistry,CHEM,177L,Medicinal Chemistry Laboratory,3,Ib,"An introduction of the basics of drug activity and mechanisms. Strategies used to identify lead compounds such as natural product chemistry, combinatorial chemistry, molecular modeling, and high-through put screening.  Relationship of molecular structure to pharmacological activity. Materials fee.",CHEM 51A and CHEM 51B and CHEM 51C and BIOL 100 and (BIOL 98 or CHEM 128),Pharmaceutical Sciences Majors have first consideration for enrollment.,PHMS 177L.,,,,,PHRMSCI 177 or CHEM 177.,
Chemistry,CHEM,180,Undergraduate Research,4,,"Research for credit arranged with a faculty member to sponsor and supervise work. Student time commitment of 10 to 15 hours per week is expected, and a written research report is required at the end of each quarter.",,,,,,,May be repeated for credit unlimited times.,,CHEM 100S
Chemistry,CHEM,180W,Senior Thesis in Chemistry,4,Ib,"Students receive guidance on preparing research papers, proposals, reports, and other forms of scientific writing in chemistry-related fields; on effectively searching for and using chemical information; and on communicating data in poster and platform presentations.",CHEM 180 or CHEM 199 or PHYS 195 or ESS 199 or CEMS 199 or CEE 199 or MAE 199 or BIOL 199 or PUBH 199. CHEM 180 with a grade of A or better. CHEM 199 with a grade of A or better. PHYS 195 with a grade of A or better. ESS 199 with a grade of A or better. CEMS 199 with a grade of A or better. CEE 199 with a grade of A or better. MAE 199 with a grade of A or better. BIOL 199 with a grade of A or better. PUBH 199 with a grade of A or better. Consent of the instructor is also accepted. Satisfactory completion of the Lower-Division Writing requirement.,Upper-division students only. Chemistry Majors have first consideration for enrollment.,,,,,,,
Chemistry,CHEM,H180A,Honors Research in Chemistry,4,,Undergraduate honors research in Chemistry. A student time commitment of 10-15 hours per week is required.,,Chemistry Honors students only. Campuswide Honors Collegium students only.,,,,,,,
Chemistry,CHEM,H180B,Honors Research in Chemistry,4,,Undergraduate honors research in Chemistry. A student time commitment of 10-15 hours per week is required.,CHEM H180A,Campuswide Honors Collegium students only.,,,,,,,
Chemistry,CHEM,H180C,Honors Research in Chemistry,4,,Undergraduate honors research in Chemistry.  A student time committment of 10-15 hours per week is required.,CHEM H180B,Chemistry Honors students only. Chemistry majors participating in the Campuswide Honors Program students only.,,,,,,,
Chemistry,CHEM,H181W,Honors Seminar in Chemistry,2,Ib,Students will receive guidance in the preparation of oral and written research presentations.  A written thesis will be prepared and a formal research seminar will be presented.,CHEM H180A and CHEM H180B. Satisfactory completion of the Lower-Division Writing requirement.,,,,,,,CHEM H180C,
Chemistry,CHEM,191,Chemistry Outreach Program,2,,"Involves intensive participation in the UCI Chemistry Outreach Program, which performs Chemistry demonstrations at local high schools.",,,,,,Pass/no pass only.,May be taken for credit 6 times.,,
Chemistry,CHEM,192,Tutoring in Chemistry,2,,Enrollment limited to participants in the Chemistry Peer Tutoring Program.,,The first eight may be taken for a letter grade. The remaining ten units must be taken Pass/Not Pass only. NOTE: No more than eight units may be counted toward the 180 units required for graduation. Satisfies no degree requirement other than contribution to the 180-unit total.,,,,,May be taken for credit 9 times.,,
Chemistry,CHEM,193,Research Methods,4,,"Explores tools of inquiry for developing and implementing science research projects.  Students undertake independent projects requiring data collection, analysis, and modeling, and the organization and presentation of results.  Additional topics include ethical issues and role of scientific literature.",BIOL 14 or PS 5,,"BIOL 108, PHYS 193.",,,,,,
Chemistry,CHEM,197,Professional Internship,.5-4,,Internship program that provides students with opportunity to develop professional skills necessary for competitive placement in their chosen chemical-inspired industry. Students gain new and field-specific skills outside the classroom while participating in a supervised internship.,Enrollment requires completion of an application form. Student selection is made by a selection committee.,Upper-division students only. Chemistry Majors only.,,,,,May be taken for credit for 13 units.,,
Chemistry,CHEM,199,Independent Study in Chemistry,1-4,,"Independent research with Chemistry faculty.  Student time commitment of three to four hours per week per unit is expected, and a written report on the independent study is required at the end of each quarter of enrollment.",,,,,,,Unlimited as topics vary.,,
Chemistry,CHEM,200,Conduct of Research,2,,"Introduces new graduate students to ethical conduct of scientific research, mentoring, and current research in the Department of chemistry.",,,,,,,May be taken for credit 2 times.,,
Chemistry,CHEM,201,Organic Reaction Mechanisms I,4,,"Advanced treatment of basic mechanistic principles of modern organic chemistry. Topics include molecular orbital theory, orbital symmetry control of organic reactions, aromaticity, carbonium ion chemistry, free radical chemistry, the chemistry of carbenes and carbanions, photochemistry, electrophilic substitutions, aromatic chemistry.",CHEM 132A and CHEM 132B and CHEM 132C,,,,,,,,
Chemistry,CHEM,202,Organic Reaction Mechanisms II,4,,"Topics include more in-depth treatment of mechanistic concepts, kinetics, conformational analysis, computational methods, stereoelectronics, and both solution and enzymatic catalysis.",CHEM 201,,,,,,,,
Chemistry,CHEM,203,Organic Spectroscopy,4,,"Modern methods used in structure determination of organic molecules. Topics include mass spectrometry; ultraviolet, chiroptical, infrared, and nuclear magnetic resonance spectroscopy.",(CHEM 51A and CHEM 51B and CHEM 51C) or (CHEM H52A and CHEM H52B and CHEM H52C),Graduate students only.,,,,,,,
Chemistry,CHEM,204,Organic Synthesis I,4,,"Fundamentals of modern synthetic organic chemistry is developed. Major emphasis is on carbon-carbon bond forming methodology. Topics include carbonyl annelations, cycloadditions, sigmatropic rearrangements, and organometallic methods.",,,,,,,,,
Chemistry,CHEM,205,Organic Synthesis II,4,,Fundamentals of modern synthetic organic chemistry will be developed. Major emphasis this quarter is on natural product total synthesis and retrosynthetic (antithetic) analysis.,CHEM 204,,,,,,,,
Chemistry,CHEM,206,Advanced Data Acquisition and Analysis,4-6,,"Introduces students to a variety of practical laboratory techniques, including lock-in, boxcar, coincidence counting, noise filtering, PID control, properties of common transducers, computer interfacing to instruments, vacuum technology, laboratory safety, basic mechanical design, and shop skills. Materials fee.",,,PHYS 206.,,PHYS 106.,,,,
Chemistry,CHEM,207,Applied Physical Chemistry,4,,"Introduction to fundamental concepts in molecular structure and reactivity: theory of bonding, valence and molecular orbitals; structure and reactivity in inorganic chemistry; elements in molecular group theory; nomenclature in organic chemistry; and survey of macromolecules.",,,PHYS 207.,,,,,,
Chemistry,CHEM,208,Math Methods,4,,"Applications of mathematics to physical and chemical problems. Calculus of special functions, complex variables and vectors; linear vector spaces and eigenvalue problems. Differential equations.",,,PHYS 208.,,,,,,
Chemistry,CHEM,213,Chemical Kinetics,4,,Surveys gas phase and organic reaction mechanisms and their relationship to kinetic rate laws; treats the basic theory of elementary reaction rates.  A brief presentation of modern cross-sectional kinetics is included.,CHEM 132A and CHEM 132B and CHEM 132C,,,,,,,,
Chemistry,CHEM,215,Inorganic Chemistry I,4,,"Principles of modern inorganic chemistry with applications to chemical systems of current interest. Inorganic phenomena are organized into general patterns which rationalize observed structures, stabilities, and physical properties.",CHEM 107 and CHEM 132A and CHEM 132B and CHEM 132C,Graduate students only.,,,,,,,
Chemistry,CHEM,216,Organometallic Chemistry,4,,Synthesis and reactivity of organometallic complexes with an emphasis on mechanisms. Topics include bonding and fluxional properties; metal-carbon single and multiple bonds; metal s-complexes. Applications to homogenous catalysis and organic synthesis are incorporated throughout the course.,CHEM 107 or CHEM 215,,,,,,,,
Chemistry,CHEM,217,Physical Inorganic Chemistry,4,,"General principles of the spectroscopy and magnetism of inorganic compounds. Characterization of inorganic complexes by infrared, near-infrared, visible, ultraviolet, NMR, EPR, EXAFS, and Mossbauer spectroscopies. Some necessary group theory developed.",CHEM 215,,,,,,,,
Chemistry,CHEM,218,Metallobiochemistry,4,,A review of the biochemistry of metallic elements emphasizing: methods for studying metals in biological systems; the chemical basis for nature's exploitation of specific elements; structures of active sites; mechanisms; solid-state structures and devices; metals in medicine.,,,MBB 248.,,,,,,CHEM 131C or CHEM 132C
Chemistry,CHEM,219,Chemical and Structural Biology,4,,"A survey of the organic chemistry underlying biological function. Introduction to chemical genetics, receptor-ligand interactions, small molecule agonists and antagonists, combinatorial synthesis, high throughput assays, molecular evolution, protein and small molecule design.",,Graduate students only.,,,,,,,
Chemistry,CHEM,221A,Fundamentals of Molecular Biophysics,4,,"An overview of the principles and concepts in molecular biophysics.  Topics covered include energy and entropy in biology, non-equilibrium reaction kinetics, random walks and molecular diffusion, molecular forces in biology.",Undergraduate courses in physical chemistry and biochemistry.,,,,,,May be taken for credit 3 times.,,
Chemistry,CHEM,223,Biological Macromolecules,4,,"Introduction to nucleic acid and protein structure, dynamics, and function. Topics include analytical methods, molecular evolution, folding, and catalysis.",,,PHMS 223.,,,,,,
Chemistry,CHEM,224,Molecular and Cellular Biophotonics,4,,"Principles underlying the application of photonic technologies to biomolecular and cellular systems. Sample technologies Optical Tweezers, Linear and Nonlinear Optical Microscopy and Fluorescence Lifetime and Correlation Methods, and their use to investigate emergent problems in Molecular, Cellular, and Developmental Biology.",,Graduate students only.,BME 224.,,,,,,
Chemistry,CHEM,225,Polymer Chemistry:  Synthesis and Characterization of Polymers,4,,"Structure of synthetic and natural polymers.  Survey of modern polymer synthetic methods.  Molecular weight and molecular weight distribution.  Chain conformation and stereochemistry. Introduction to polymer characterization, chain models, and solution behavior.",Undergraduate courses in organic and physical chemistry.,,,,,,,,
Chemistry,CHEM,228,Electromagnetism,4,,"Maxwell's equations, electrodynamics, electromagnetic waves and radiation, wave propagation in media, interference and quantum optics, coherent and incoherent radiation, with practical applications in interferometry, lasers, waveguides, and optical instrumentation.",,,PHYS 228.,,,,,,
Chemistry,CHEM,229A,Computational Methods,4,,"Mathematical and numerical analysis using Mathematica and C programming, as applied to problems in physical science.",,,PHYS 229A.,,PHYS 100.,,,,
Chemistry,CHEM,230,Classical Mechanics and Electromagnetic Theory,4,,"Fundamentals of classical mechanics and electromagnetic theory are developed with specific application to molecular systems. Newtonian, Lagrangian, and Hamiltonian mechanics are developed. Boundary value problems in electrostatics are investigated. Multipole expansion and macroscopic media are discussed from a molecular viewpoint.",CHEM 132A and CHEM 132B and CHEM 132C,,,,,,,,
Chemistry,CHEM,231A,Fundamentals of Quantum Mechanics,4,,The postulates of quantum mechanics are discussed and applied to a variety of model problems.,CHEM 131A and CHEM 131B and CHEM 131C,,,,,,,,
Chemistry,CHEM,231B,Applications of Quantum Mechanics,4,,"Approximate methods for solving atomic and molecular structure problems are developed, and the application of quantum mechanics to spectroscopy is introduced.",CHEM 231A,,,,,,,,
Chemistry,CHEM,231C,Molecular Spectroscopy,4,,Theory and techniques of spectroscopy as used for the study of molecular and condensed phase properties. Coherent time domain spectroscopies are covered.,CHEM 231B,,,,,,,,
Chemistry,CHEM,232A,Thermodynamics and Introduction to Statistical Mechanics,4,,"A detailed discussion from an advanced point of view of the principles of classical thermodynamics. The fundamentals of statistical mechanics. Topics include an introduction to ensemble theory, Boltzmann statistics, classical statistical mechanics, and the statistical mechanics of ideal gas systems.",CHEM 131A and CHEM 131B and CHEM 131C,,,,,,,,
Chemistry,CHEM,232B,Advanced Topics in Statistical Mechanics,4,,"Continued discussion of the principles of statistical mechanics. Applications to topics of chemical interest including imperfect gases, liquids, solutions, and crystals. Modern techniques such as the use of autocorrelation function methods.",CHEM 232A,,,,,,,,
Chemistry,CHEM,232C,Non-Equilibrium Statistical Mechanics,4,,"Phenomenology of material processes, including: kinetic theories of transport and continuum, linear response theory, critical phenomena of phase transition, self-assembly, and nucleation.",,,,,,,,,
Chemistry,CHEM,233,Nuclear and Radiochemistry,4,,"Advanced treatment of nuclear structure, nuclear reactions, and radioactive-decay processes. Introduction to nuclear activation analysis, isotope effects, radiation chemistry, hot-atom chemistry, nuclear age-dating methods, nuclear reactors, and nuclear power.",,Graduate students only.,CBE 276.,,CHEM 133 and CBE 176.,,,,
Chemistry,CHEM,237,Mathematical Methods in Chemistry,4,,"Survey of essential math methods in chemistry. Topics may include series and limits, complex analysis, Fourier and Laplace transforms, linear algebra and operators (theory and algorithms), differential equations, and probability concepts for stochastic processes.",,,,,,,,,
Chemistry,CHEM,241,"Current Issues Related to Air Quality, Climate, and Energy",4,,"Current issues related to the atmosphere, climate, and air quality in the context of energy conversion and sustainability. Topics include transportation systems; building design; impacts on humans and ecosystems; modeling and meteorology; economics; and application to public policies.",MAE 261 or CHEM 245 or ESS 240,Graduate students only.,MAE 260.,,,,,,
Chemistry,CHEM,243,Advanced Instrumental Analysis,4,,"Theory and applications of modern advanced instrumental methods of analysis. Includes data acquisition, storage, retrieval, and analysis; Fourier transform methods; vacuum technologies; magnetic sector; quadrupole and ion trap mass spectrometry; surface science spectroscopic methods; lasers and optics.",CHEM 152 and CHEM 132C. CHEM 152 with a grade of B or better. CHEM 132C with a grade of B or better,,,,,,,,
Chemistry,CHEM,244,Detection and Measurement of Radiation,4,,"Basic principles of detection and measurement of ionizing radiation; both theory and practical aspects of measurement techniques for alpha, beta, gamma, and neutron radiation, properties of different detector materials, electronics and data treatments, and analysis.",CHEM 233 or CBE 276,Graduate students only.,CBE 277.,,,,,,
Chemistry,CHEM,245A,Gas-Phase Atmospheric Chemistry,4,,"Sources, chemistry, sinks, and measurements of key atmospheric gaseous species. Chemistry of photochemical oxidant formation, transformation of key inorganic and organic trace gases, and stratospheric ozone cycling. Applications of atmospheric chemistry models to control strategies.",CHEM 132A and CHEM 132B and CHEM 132C,,,,CHEM 145A.,,,,
Chemistry,CHEM,245B,Multi-Phase Atmospheric Chemistry,4,,"Chemical and physical processes leading to the production, aging, and removal of atmospheric particles. Multi-phase processes involving gases, particles, water droplets, and environmental surfaces. Approaches for modeling these processes with applications to control strategies.",CHEM 245A,,,,CHEM 145B.,,,,
Chemistry,CHEM,245C,Special Topics in Atmospheric Chemistry,4,,The subjects covered vary from year to year.,CHEM 245B,,,,,,Unlimited as topics vary.,,
Chemistry,CHEM,246,Separations and Chromatography,4,,"Introduction to modern separation techniques such as gas chromatography, high-performance liquid chromatography, supercritical fluid chromatography, capillary electrophoresis, and field flow fractionation. Applications of these separation strategies are discussed.",,,,,,,,,
Chemistry,CHEM,247,Current Problems in Analytical Chemistry,4,,"Surveys current research challenges in analytical chemistry. Topics include electrochemistry, chromatography, spectroscopy, and mass spectrometry.",,,,,,,,,
Chemistry,CHEM,248,Electrochemistry,4,,"Fundamentals of electrochemistry including thermodynamics and the electrochemical potential, charge transfer kinetics, and mass transfer. Methods based on controlled potential and controlled current are described; the effects of slow heterogeneous kinetics and the perturbation caused by homogeneous chemistry are discussed.",,,,,,,,,
Chemistry,CHEM,249,Analytical Spectroscopy,4,,"Advanced treatment of spectroscopic techniques and instrumentation. Atomic and molecular absorption, emission, and scattering processes and their application to quantitative chemical analysis are outlined. Puts different spectroscopic techniques in perspective and demonstrates most appropriate applications to analytical problems.",,,,,,,,,
Chemistry,CHEM,250,Computational Chemistry,4,,"Basic concepts, methods, and techniques in computational chemistry: density functional and wavefunction theory, molecular property calculations, analysis tools, potential energy surfaces, vibrational effects, molecular dynamics simulations.",,Graduate students only.,,,CHEM 150.,,,,
Chemistry,CHEM,250L,Computational Chemistry Laboratory,4,,Introduction to the practice of modern computational chemistry through a series of advanced computational experiments.,CHEM 250,Graduate students only.,,,CHEM 150L.,,,,
Chemistry,CHEM,251,Special Topics in Organic Chemistry,1-4,,Advanced topics in organic chemistry.,,,,,,,Unlimited as topics vary.,,
Chemistry,CHEM,252,Special Topics in Physical Chemistry,1-4,,Advanced topics in physical chemistry. Materials fee.,,,,,,,Unlimited as topics vary.,,
Chemistry,CHEM,254,Special Topics in Computational and Theoretical Chemistry,4,,Subjects covered vary from year to year.,,,,,,,Unlimited as topics vary.,,
Chemistry,CHEM,263,Materials Chemistry,4,,"An introduction to crystalline solids, descriptive crystal chemistry, solid-state synthesis and characterization techniques, x-ray and electron diffraction, phase diagrams, electronic band structure of extended solids, semi conductors, and nanoscale inorganic materials.",,,,,,,,,
Chemistry,CHEM,264,Analytical Methods for Organic Nanomaterials,4,,"Fundamentals of analytical techniques related to measuring the structure and dynamics of organic nanomaterials. Topics include transmission electron microscopy, cryo-electron microscopy, liquid phase electron microscopy, scanning electron microscopy, atomic force microscopy, light scattering, small angle X-ray, and neutron scattering.",,Graduate students only.,,,,,,,
Chemistry,CHEM,266,"Current Topics in Chemical, Applied, and Materials Physics",1,,"The subjects covered vary from year to year.  Connection between fundamental principles and implementations in practice in science, industry, and technology.",,,PHYS 266.,,,,May be repeated for credit unlimited times.,,
Chemistry,CHEM,267,Photochemistry,4,,"Photochemical and photovoltaic processes in molecules and semiconductors; quantum mechanics; statistical thermodynamics; kinetics; and experimental techniques relevant to photon absorption and emission; photochemical charge separation, recombination, and transport of electrons and ions; and interfacial redox chemistry.",,Seniors only. Graduate students only.,,,,,,,
Chemistry,CHEM,268,NMR Spectroscopy,4,,"Students learn the theoretical basis of solid-state or solution NMR (alternate times), including the basics of pulse sequence design. Extensive literature reading is required.",CHEM 231A,,,,,,May be taken for credit 2 times.,,
Chemistry,CHEM,273,Technical Communication Skills,2,,"Development of effective communication skills, oral and written presentations, through examples and practice.",,,PHYS 273.,,,Satisfactory/unsatisfactory only.,,,
Chemistry,CHEM,280,Research,2-12,,Supervised original research toward the preparation of a Ph.D dissertation or M.S. thesis.,,Graduate students only.,,,,,May be repeated for credit unlimited times.,,
Chemistry,CHEM,290,Seminar,1,,Weekly seminars and discussions on general and varied topics of current interest in chemistry.,,Graduate students only.,,,,,May be repeated for credit unlimited times.,,
Chemistry,CHEM,291,Research Seminar,4,,"Detailed discussion of research problems of current interest in the Department. Format, content, and frequency of the course are variable.",,Graduate students only.,,,,,Unlimited as topics vary.,,
Chemistry,CHEM,292,Graduate Symposium,2,,Students present public seminars on literature-based research topics in contemporary chemistry.  Topics to be chosen by student and approved by instructor.,,,,,,Satisfactory/unsatisfactory only.,May be repeated for credit unlimited times.,,
Chemistry,CHEM,299,Independent Study,1-4,,Independent research with Chemistry faculty.,,Graduate students only.,,,,,May be repeated for credit unlimited times.,,
Chemistry,CHEM,399,University Teaching,1-4,,Required of and limited to Teaching Assistants.,,,,,,Satisfactory/unsatisfactory only.,May be repeated for credit unlimited times.,,
